"Month","Animal","State","Count"
1995 6,"Bulls, bullocks and steers","Queensland",163800
1995 7,"Bulls, bullocks and steers","Queensland",134700
1995 8,"Bulls, bullocks and steers","Queensland",159500
1995 9,"Bulls, bullocks and steers","Queensland",152900
1995 10,"Bulls, bullocks and steers","Queensland",110100
1995 11,"Bulls, bullocks and steers","Queensland",141800
1995 12,"Bulls, bullocks and steers","Queensland",99300
1996 1,"Bulls, bullocks and steers","Queensland",63700
1996 2,"Bulls, bullocks and steers","Queensland",105700
1996 3,"Bulls, bullocks and steers","Queensland",141000
1996 4,"Bulls, bullocks and steers","Queensland",129800
1996 5,"Bulls, bullocks and steers","Queensland",143500
1996 6,"Bulls, bullocks and steers","Queensland",123800
1996 7,"Bulls, bullocks and steers","Queensland",131200
1996 8,"Bulls, bullocks and steers","Queensland",127100
1996 9,"Bulls, bullocks and steers","Queensland",125400
1996 10,"Bulls, bullocks and steers","Queensland",127600
1996 11,"Bulls, bullocks and steers","Queensland",136200
1996 12,"Bulls, bullocks and steers","Queensland",78500
1997 1,"Bulls, bullocks and steers","Queensland",75700
1997 2,"Bulls, bullocks and steers","Queensland",137500
1997 3,"Bulls, bullocks and steers","Queensland",137100
1997 4,"Bulls, bullocks and steers","Queensland",141500
1997 5,"Bulls, bullocks and steers","Queensland",150600
1997 6,"Bulls, bullocks and steers","Queensland",140800
1997 7,"Bulls, bullocks and steers","Queensland",156700
1997 8,"Bulls, bullocks and steers","Queensland",158200
1997 9,"Bulls, bullocks and steers","Queensland",171300
1997 10,"Bulls, bullocks and steers","Queensland",160800
1997 11,"Bulls, bullocks and steers","Queensland",150500
1997 12,"Bulls, bullocks and steers","Queensland",92400
1998 1,"Bulls, bullocks and steers","Queensland",81900
1998 2,"Bulls, bullocks and steers","Queensland",130100
1998 3,"Bulls, bullocks and steers","Queensland",144900
1998 4,"Bulls, bullocks and steers","Queensland",132900
1998 5,"Bulls, bullocks and steers","Queensland",139400
1998 6,"Bulls, bullocks and steers","Queensland",141900
1998 7,"Bulls, bullocks and steers","Queensland",158600
1998 8,"Bulls, bullocks and steers","Queensland",155100
1998 9,"Bulls, bullocks and steers","Queensland",158700
1998 10,"Bulls, bullocks and steers","Queensland",166200
1998 11,"Bulls, bullocks and steers","Queensland",158600
1998 12,"Bulls, bullocks and steers","Queensland",115500
1999 1,"Bulls, bullocks and steers","Queensland",95200
1999 2,"Bulls, bullocks and steers","Queensland",148800
1999 3,"Bulls, bullocks and steers","Queensland",187700
1999 4,"Bulls, bullocks and steers","Queensland",153000
1999 5,"Bulls, bullocks and steers","Queensland",156700
1999 6,"Bulls, bullocks and steers","Queensland",153700
1999 7,"Bulls, bullocks and steers","Queensland",171300
1999 8,"Bulls, bullocks and steers","Queensland",173900
1999 9,"Bulls, bullocks and steers","Queensland",191500
1999 10,"Bulls, bullocks and steers","Queensland",186300
1999 11,"Bulls, bullocks and steers","Queensland",195700
1999 12,"Bulls, bullocks and steers","Queensland",120100
2000 1,"Bulls, bullocks and steers","Queensland",76500
2000 2,"Bulls, bullocks and steers","Queensland",156000
2000 3,"Bulls, bullocks and steers","Queensland",183600
2000 4,"Bulls, bullocks and steers","Queensland",143900
2000 5,"Bulls, bullocks and steers","Queensland",180200
2000 6,"Bulls, bullocks and steers","Queensland",179300
2000 7,"Bulls, bullocks and steers","Queensland",169300
2000 8,"Bulls, bullocks and steers","Queensland",199000
2000 9,"Bulls, bullocks and steers","Queensland",219100
2000 10,"Bulls, bullocks and steers","Queensland",218300
2000 11,"Bulls, bullocks and steers","Queensland",196900
2000 12,"Bulls, bullocks and steers","Queensland",152200
2001 1,"Bulls, bullocks and steers","Queensland",102200
2001 2,"Bulls, bullocks and steers","Queensland",180500
2001 3,"Bulls, bullocks and steers","Queensland",218300
2001 4,"Bulls, bullocks and steers","Queensland",184500
2001 5,"Bulls, bullocks and steers","Queensland",221600
2001 6,"Bulls, bullocks and steers","Queensland",204600
2001 7,"Bulls, bullocks and steers","Queensland",218400
2001 8,"Bulls, bullocks and steers","Queensland",222300
2001 9,"Bulls, bullocks and steers","Queensland",222600
2001 10,"Bulls, bullocks and steers","Queensland",222100
2001 11,"Bulls, bullocks and steers","Queensland",189800
2001 12,"Bulls, bullocks and steers","Queensland",111100
2002 1,"Bulls, bullocks and steers","Queensland",87200
2002 2,"Bulls, bullocks and steers","Queensland",151400
2002 3,"Bulls, bullocks and steers","Queensland",159000
2002 4,"Bulls, bullocks and steers","Queensland",172600
2002 5,"Bulls, bullocks and steers","Queensland",214000
2002 6,"Bulls, bullocks and steers","Queensland",179400
2002 7,"Bulls, bullocks and steers","Queensland",198400
2002 8,"Bulls, bullocks and steers","Queensland",199600
2002 9,"Bulls, bullocks and steers","Queensland",193100
2002 10,"Bulls, bullocks and steers","Queensland",191500
2002 11,"Bulls, bullocks and steers","Queensland",198700
2002 12,"Bulls, bullocks and steers","Queensland",127200
2003 1,"Bulls, bullocks and steers","Queensland",104700
2003 2,"Bulls, bullocks and steers","Queensland",152200
2003 3,"Bulls, bullocks and steers","Queensland",151500
2003 4,"Bulls, bullocks and steers","Queensland",147200
2003 5,"Bulls, bullocks and steers","Queensland",174200
2003 6,"Bulls, bullocks and steers","Queensland",155400
2003 7,"Bulls, bullocks and steers","Queensland",171800
2003 8,"Bulls, bullocks and steers","Queensland",179900
2003 9,"Bulls, bullocks and steers","Queensland",193000
2003 10,"Bulls, bullocks and steers","Queensland",199600
2003 11,"Bulls, bullocks and steers","Queensland",199100
2003 12,"Bulls, bullocks and steers","Queensland",129300
2004 1,"Bulls, bullocks and steers","Queensland",107300
2004 2,"Bulls, bullocks and steers","Queensland",162000
2004 3,"Bulls, bullocks and steers","Queensland",172800
2004 4,"Bulls, bullocks and steers","Queensland",163500
2004 5,"Bulls, bullocks and steers","Queensland",181200
2004 6,"Bulls, bullocks and steers","Queensland",190500
2004 7,"Bulls, bullocks and steers","Queensland",205400
2004 8,"Bulls, bullocks and steers","Queensland",220200
2004 9,"Bulls, bullocks and steers","Queensland",228200
2004 10,"Bulls, bullocks and steers","Queensland",214600
2004 11,"Bulls, bullocks and steers","Queensland",224800
2004 12,"Bulls, bullocks and steers","Queensland",144600
2005 1,"Bulls, bullocks and steers","Queensland",100200
2005 2,"Bulls, bullocks and steers","Queensland",178000
2005 3,"Bulls, bullocks and steers","Queensland",206500
2005 4,"Bulls, bullocks and steers","Queensland",200300
2005 5,"Bulls, bullocks and steers","Queensland",206000
2005 6,"Bulls, bullocks and steers","Queensland",201900
2005 7,"Bulls, bullocks and steers","Queensland",227500
2005 8,"Bulls, bullocks and steers","Queensland",230700
2005 9,"Bulls, bullocks and steers","Queensland",199000
2005 10,"Bulls, bullocks and steers","Queensland",194900
2005 11,"Bulls, bullocks and steers","Queensland",225500
2005 12,"Bulls, bullocks and steers","Queensland",126500
2006 1,"Bulls, bullocks and steers","Queensland",112100
2006 2,"Bulls, bullocks and steers","Queensland",183500
2006 3,"Bulls, bullocks and steers","Queensland",223500
2006 4,"Bulls, bullocks and steers","Queensland",167700
2006 5,"Bulls, bullocks and steers","Queensland",214700
2006 6,"Bulls, bullocks and steers","Queensland",193400
2006 7,"Bulls, bullocks and steers","Queensland",213200
2006 8,"Bulls, bullocks and steers","Queensland",237000
2006 9,"Bulls, bullocks and steers","Queensland",222900
2006 10,"Bulls, bullocks and steers","Queensland",226800
2006 11,"Bulls, bullocks and steers","Queensland",240200
2006 12,"Bulls, bullocks and steers","Queensland",151300
2007 1,"Bulls, bullocks and steers","Queensland",125900
2007 2,"Bulls, bullocks and steers","Queensland",179400
2007 3,"Bulls, bullocks and steers","Queensland",217300
2007 4,"Bulls, bullocks and steers","Queensland",164900
2007 5,"Bulls, bullocks and steers","Queensland",193000
2007 6,"Bulls, bullocks and steers","Queensland",185400
2007 7,"Bulls, bullocks and steers","Queensland",194000
2007 8,"Bulls, bullocks and steers","Queensland",197200
2007 9,"Bulls, bullocks and steers","Queensland",193100
2007 10,"Bulls, bullocks and steers","Queensland",205500
2007 11,"Bulls, bullocks and steers","Queensland",219100
2007 12,"Bulls, bullocks and steers","Queensland",131400
2008 1,"Bulls, bullocks and steers","Queensland",95900
2008 2,"Bulls, bullocks and steers","Queensland",146800
2008 3,"Bulls, bullocks and steers","Queensland",186800
2008 4,"Bulls, bullocks and steers","Queensland",209200
2008 5,"Bulls, bullocks and steers","Queensland",208400
2008 6,"Bulls, bullocks and steers","Queensland",182700
2008 7,"Bulls, bullocks and steers","Queensland",202800
2008 8,"Bulls, bullocks and steers","Queensland",191200
2008 9,"Bulls, bullocks and steers","Queensland",207200
2008 10,"Bulls, bullocks and steers","Queensland",238600
2008 11,"Bulls, bullocks and steers","Queensland",189500
2008 12,"Bulls, bullocks and steers","Queensland",107500
2009 1,"Bulls, bullocks and steers","Queensland",119100
2009 2,"Bulls, bullocks and steers","Queensland",161600
2009 3,"Bulls, bullocks and steers","Queensland",196500
2009 4,"Bulls, bullocks and steers","Queensland",158900
2009 5,"Bulls, bullocks and steers","Queensland",184100
2009 6,"Bulls, bullocks and steers","Queensland",169000
2009 7,"Bulls, bullocks and steers","Queensland",208500
2009 8,"Bulls, bullocks and steers","Queensland",216500
2009 9,"Bulls, bullocks and steers","Queensland",203000
2009 10,"Bulls, bullocks and steers","Queensland",199500
2009 11,"Bulls, bullocks and steers","Queensland",173900
2009 12,"Bulls, bullocks and steers","Queensland",126300
2010 1,"Bulls, bullocks and steers","Queensland",106100
2010 2,"Bulls, bullocks and steers","Queensland",133400
2010 3,"Bulls, bullocks and steers","Queensland",175200
2010 4,"Bulls, bullocks and steers","Queensland",158600
2010 5,"Bulls, bullocks and steers","Queensland",170600
2010 6,"Bulls, bullocks and steers","Queensland",193600
2010 7,"Bulls, bullocks and steers","Queensland",203100
2010 8,"Bulls, bullocks and steers","Queensland",198600
2010 9,"Bulls, bullocks and steers","Queensland",164700
2010 10,"Bulls, bullocks and steers","Queensland",196800
2010 11,"Bulls, bullocks and steers","Queensland",197900
2010 12,"Bulls, bullocks and steers","Queensland",126600
2011 1,"Bulls, bullocks and steers","Queensland",81100
2011 2,"Bulls, bullocks and steers","Queensland",188500
2011 3,"Bulls, bullocks and steers","Queensland",186000
2011 4,"Bulls, bullocks and steers","Queensland",162000
2011 5,"Bulls, bullocks and steers","Queensland",207600
2011 6,"Bulls, bullocks and steers","Queensland",196100
2011 7,"Bulls, bullocks and steers","Queensland",170100
2011 8,"Bulls, bullocks and steers","Queensland",209600
2011 9,"Bulls, bullocks and steers","Queensland",219700
2011 10,"Bulls, bullocks and steers","Queensland",214600
2011 11,"Bulls, bullocks and steers","Queensland",218000
2011 12,"Bulls, bullocks and steers","Queensland",136500
2012 1,"Bulls, bullocks and steers","Queensland",120900
2012 2,"Bulls, bullocks and steers","Queensland",178100
2012 3,"Bulls, bullocks and steers","Queensland",197000
2012 4,"Bulls, bullocks and steers","Queensland",163100
2012 5,"Bulls, bullocks and steers","Queensland",200800
2012 6,"Bulls, bullocks and steers","Queensland",177600
2012 7,"Bulls, bullocks and steers","Queensland",195500
2012 8,"Bulls, bullocks and steers","Queensland",218400
2012 9,"Bulls, bullocks and steers","Queensland",209400
2012 10,"Bulls, bullocks and steers","Queensland",224000
2012 11,"Bulls, bullocks and steers","Queensland",222500
2012 12,"Bulls, bullocks and steers","Queensland",142700
2013 1,"Bulls, bullocks and steers","Queensland",123800
2013 2,"Bulls, bullocks and steers","Queensland",177500
2013 3,"Bulls, bullocks and steers","Queensland",190600
2013 4,"Bulls, bullocks and steers","Queensland",181800
2013 5,"Bulls, bullocks and steers","Queensland",215900
2013 6,"Bulls, bullocks and steers","Queensland",180700
2013 7,"Bulls, bullocks and steers","Queensland",216700
2013 8,"Bulls, bullocks and steers","Queensland",205500
2013 9,"Bulls, bullocks and steers","Queensland",216700
2013 10,"Bulls, bullocks and steers","Queensland",220000
2013 11,"Bulls, bullocks and steers","Queensland",206000
2013 12,"Bulls, bullocks and steers","Queensland",145100
2014 1,"Bulls, bullocks and steers","Queensland",148800
2014 2,"Bulls, bullocks and steers","Queensland",181300
2014 3,"Bulls, bullocks and steers","Queensland",198200
2014 4,"Bulls, bullocks and steers","Queensland",157100
2014 5,"Bulls, bullocks and steers","Queensland",206500
2014 6,"Bulls, bullocks and steers","Queensland",185200
2014 7,"Bulls, bullocks and steers","Queensland",201100
2014 8,"Bulls, bullocks and steers","Queensland",187700
2014 9,"Bulls, bullocks and steers","Queensland",205100
2014 10,"Bulls, bullocks and steers","Queensland",218300
2014 11,"Bulls, bullocks and steers","Queensland",203400
2014 12,"Bulls, bullocks and steers","Queensland",151900
2015 1,"Bulls, bullocks and steers","Queensland",146000
2015 2,"Bulls, bullocks and steers","Queensland",177600
2015 3,"Bulls, bullocks and steers","Queensland",206000
2015 4,"Bulls, bullocks and steers","Queensland",166900
2015 5,"Bulls, bullocks and steers","Queensland",197600
2015 6,"Bulls, bullocks and steers","Queensland",199900
2015 7,"Bulls, bullocks and steers","Queensland",211900
2015 8,"Bulls, bullocks and steers","Queensland",194600
2015 9,"Bulls, bullocks and steers","Queensland",198500
2015 10,"Bulls, bullocks and steers","Queensland",219600
2015 11,"Bulls, bullocks and steers","Queensland",199600
2015 12,"Bulls, bullocks and steers","Queensland",161000
2016 1,"Bulls, bullocks and steers","Queensland",125300
2016 2,"Bulls, bullocks and steers","Queensland",183500
2016 3,"Bulls, bullocks and steers","Queensland",187300
2016 4,"Bulls, bullocks and steers","Queensland",170200
2016 5,"Bulls, bullocks and steers","Queensland",190500
2016 6,"Bulls, bullocks and steers","Queensland",152800
2016 7,"Bulls, bullocks and steers","Queensland",149900
2016 8,"Bulls, bullocks and steers","Queensland",177200
2016 9,"Bulls, bullocks and steers","Queensland",157900
2016 10,"Bulls, bullocks and steers","Queensland",168200
2016 11,"Bulls, bullocks and steers","Queensland",210100
2016 12,"Bulls, bullocks and steers","Queensland",130300
2017 1,"Bulls, bullocks and steers","Queensland",126600
2017 2,"Bulls, bullocks and steers","Queensland",155900
2017 3,"Bulls, bullocks and steers","Queensland",177700
