"","Quarter","Region","State","Purpose","Trips"
"2627",16252,"Barkly","Northern Territory","Business",8.6191584
"2628",16344,"Barkly","Northern Territory","Business",4.534397
"2629",16436,"Barkly","Northern Territory","Business",10.8636705
"2630",16526,"Barkly","Northern Territory","Business",0.7467904
"2631",16617,"Barkly","Northern Territory","Business",11.3077626
"2632",16709,"Barkly","Northern Territory","Business",4.9450284
"2633",16801,"Barkly","Northern Territory","Business",8.263528
"2634",16892,"Barkly","Northern Territory","Business",1.6141044
"2635",16983,"Barkly","Northern Territory","Business",14.4049522
"2636",17075,"Barkly","Northern Territory","Business",5.5054161
"2637",17167,"Barkly","Northern Territory","Business",14.4314156
"2638",17257,"Barkly","Northern Territory","Business",11.7111574
"2639",17348,"Barkly","Northern Territory","Business",5.7784375
"2640",17440,"Barkly","Northern Territory","Business",2.4545531
"2641",10227,"Barkly","Northern Territory","Holiday",5.3264486
"2642",10317,"Barkly","Northern Territory","Holiday",3.1734303
"2643",10408,"Barkly","Northern Territory","Holiday",37.8703964
"2644",10500,"Barkly","Northern Territory","Holiday",2.5434624
"2645",10592,"Barkly","Northern Territory","Holiday",1.4081312
"2646",10682,"Barkly","Northern Territory","Holiday",11.3980957
"2647",10773,"Barkly","Northern Territory","Holiday",11.750223
"2648",10865,"Barkly","Northern Territory","Holiday",2.8021554
"2649",10957,"Barkly","Northern Territory","Holiday",9.5349671
"2650",11048,"Barkly","Northern Territory","Holiday",21.5545027
"2651",11139,"Barkly","Northern Territory","Holiday",21.0498394
"2652",11231,"Barkly","Northern Territory","Holiday",5.8509415
"2653",11323,"Barkly","Northern Territory","Holiday",1.1319814
"2654",11413,"Barkly","Northern Territory","Holiday",19.4756984
"2655",11504,"Barkly","Northern Territory","Holiday",7.7977777
"2656",11596,"Barkly","Northern Territory","Holiday",4.4920046
"2657",11688,"Barkly","Northern Territory","Holiday",0.7715794
"2658",11778,"Barkly","Northern Territory","Holiday",9.709937
"2659",11869,"Barkly","Northern Territory","Holiday",8.0281816
"2660",11961,"Barkly","Northern Territory","Holiday",6.4821378
"2661",12053,"Barkly","Northern Territory","Holiday",5.7478571
"2662",12143,"Barkly","Northern Territory","Holiday",4.4279236
"2663",12234,"Barkly","Northern Territory","Holiday",16.1215371
"2664",12326,"Barkly","Northern Territory","Holiday",4.1961353
"2665",12418,"Barkly","Northern Territory","Holiday",3.542346
"2666",12509,"Barkly","Northern Territory","Holiday",10.4494257
"2667",12600,"Barkly","Northern Territory","Holiday",20.1673576
"2668",12692,"Barkly","Northern Territory","Holiday",1.8908101
"2669",12784,"Barkly","Northern Territory","Holiday",4.348991
"2670",12874,"Barkly","Northern Territory","Holiday",3.3232647
"2671",12965,"Barkly","Northern Territory","Holiday",11.9696507
"2672",13057,"Barkly","Northern Territory","Holiday",7.367093
"2673",13149,"Barkly","Northern Territory","Holiday",3.710889
"2674",13239,"Barkly","Northern Territory","Holiday",6.708877
"2675",13330,"Barkly","Northern Territory","Holiday",8.689258
"2676",13422,"Barkly","Northern Territory","Holiday",5.705053
"2677",13514,"Barkly","Northern Territory","Holiday",1.24115
"2678",13604,"Barkly","Northern Territory","Holiday",3.5634425
"2679",13695,"Barkly","Northern Territory","Holiday",21.0821443
"2680",13787,"Barkly","Northern Territory","Holiday",15.8690453
"2681",13879,"Barkly","Northern Territory","Holiday",5.207799
"2682",13970,"Barkly","Northern Territory","Holiday",10.825276
"2683",14061,"Barkly","Northern Territory","Holiday",8.610803
"2684",14153,"Barkly","Northern Territory","Holiday",6.537166
"2685",14245,"Barkly","Northern Territory","Holiday",0.4453965
"2686",14335,"Barkly","Northern Territory","Holiday",10.0133083
"2687",14426,"Barkly","Northern Territory","Holiday",17.0296025
"2688",14518,"Barkly","Northern Territory","Holiday",0
"2689",14610,"Barkly","Northern Territory","Holiday",4.8248222
"2690",14700,"Barkly","Northern Territory","Holiday",13.4626788
"2691",14791,"Barkly","Northern Territory","Holiday",23.8683829
"2692",14883,"Barkly","Northern Territory","Holiday",9.6822135
"2693",14975,"Barkly","Northern Territory","Holiday",7.4846238
"2694",15065,"Barkly","Northern Territory","Holiday",5.1286794
"2695",15156,"Barkly","Northern Territory","Holiday",29.905024
"2696",15248,"Barkly","Northern Territory","Holiday",1.9804455
"2697",15340,"Barkly","Northern Territory","Holiday",4.6152394
"2698",15431,"Barkly","Northern Territory","Holiday",2.3324738
"2699",15522,"Barkly","Northern Territory","Holiday",13.5357753
"2700",15614,"Barkly","Northern Territory","Holiday",6.9639893
"2701",15706,"Barkly","Northern Territory","Holiday",0.9175324
"2702",15796,"Barkly","Northern Territory","Holiday",6.3221002
"2703",15887,"Barkly","Northern Territory","Holiday",16.33751
"2704",15979,"Barkly","Northern Territory","Holiday",4.0818248
"2705",16071,"Barkly","Northern Territory","Holiday",6.4930807
"2706",16161,"Barkly","Northern Territory","Holiday",2.2206442
"2707",16252,"Barkly","Northern Territory","Holiday",17.7957907
"2708",16344,"Barkly","Northern Territory","Holiday",2.3500786
"2709",16436,"Barkly","Northern Territory","Holiday",1.4544746
"2710",16526,"Barkly","Northern Territory","Holiday",10.5091954
"2711",16617,"Barkly","Northern Territory","Holiday",13.1581364
"2712",16709,"Barkly","Northern Territory","Holiday",17.3364972
"2713",16801,"Barkly","Northern Territory","Holiday",7.7249089
"2714",16892,"Barkly","Northern Territory","Holiday",11.9988639
"2715",16983,"Barkly","Northern Territory","Holiday",21.0820082
"2716",17075,"Barkly","Northern Territory","Holiday",8.1996459
"2717",17167,"Barkly","Northern Territory","Holiday",3.2193698
"2718",17257,"Barkly","Northern Territory","Holiday",12.9480938
"2719",17348,"Barkly","Northern Territory","Holiday",14.0090282
"2720",17440,"Barkly","Northern Territory","Holiday",2.2695822
"2721",10227,"Barkly","Northern Territory","Other",0.6645502
"2722",10317,"Barkly","Northern Territory","Other",0
"2723",10408,"Barkly","Northern Territory","Other",0
"2724",10500,"Barkly","Northern Territory","Other",0
"2725",10592,"Barkly","Northern Territory","Other",0
"2726",10682,"Barkly","Northern Territory","Other",0.8850908
"2727",10773,"Barkly","Northern Territory","Other",2.2765407
"2728",10865,"Barkly","Northern Territory","Other",2.7678429
"2729",10957,"Barkly","Northern Territory","Other",0
"2730",11048,"Barkly","Northern Territory","Other",0.3139228
"2731",11139,"Barkly","Northern Territory","Other",0
"2732",11231,"Barkly","Northern Territory","Other",0
"2733",11323,"Barkly","Northern Territory","Other",0
"2734",11413,"Barkly","Northern Territory","Other",0.8721708
"2735",11504,"Barkly","Northern Territory","Other",2.1940264
"2736",11596,"Barkly","Northern Territory","Other",0
"2737",11688,"Barkly","Northern Territory","Other",0.8530704
"2738",11778,"Barkly","Northern Territory","Other",0
"2739",11869,"Barkly","Northern Territory","Other",1.2844643
"2740",11961,"Barkly","Northern Territory","Other",1.4188909
"2741",12053,"Barkly","Northern Territory","Other",0
"2742",12143,"Barkly","Northern Territory","Other",4.6151988
"2743",12234,"Barkly","Northern Territory","Other",2.6923917
"2744",12326,"Barkly","Northern Territory","Other",0
"2745",12418,"Barkly","Northern Territory","Other",0
"2746",12509,"Barkly","Northern Territory","Other",0
"2747",12600,"Barkly","Northern Territory","Other",0
"2748",12692,"Barkly","Northern Territory","Other",0
"2749",12784,"Barkly","Northern Territory","Other",0
"2750",12874,"Barkly","Northern Territory","Other",0
"2751",12965,"Barkly","Northern Territory","Other",0
"2752",13057,"Barkly","Northern Territory","Other",0
"2753",13149,"Barkly","Northern Territory","Other",0.291988
"2754",13239,"Barkly","Northern Territory","Other",0.64986
"2755",13330,"Barkly","Northern Territory","Other",0
"2756",13422,"Barkly","Northern Territory","Other",1.18296
"2757",13514,"Barkly","Northern Territory","Other",0
"2758",13604,"Barkly","Northern Territory","Other",0
"2759",13695,"Barkly","Northern Territory","Other",0
"2760",13787,"Barkly","Northern Territory","Other",0
"2761",13879,"Barkly","Northern Territory","Other",0
"2762",13970,"Barkly","Northern Territory","Other",0
"2763",14061,"Barkly","Northern Territory","Other",0
"2764",14153,"Barkly","Northern Territory","Other",0
"2765",14245,"Barkly","Northern Territory","Other",0
"2766",14335,"Barkly","Northern Territory","Other",0.7716162
"2767",14426,"Barkly","Northern Territory","Other",0
"2768",14518,"Barkly","Northern Territory","Other",0.470228
"2769",14610,"Barkly","Northern Territory","Other",0
"2770",14700,"Barkly","Northern Territory","Other",0
"2771",14791,"Barkly","Northern Territory","Other",7.3453085
"2772",14883,"Barkly","Northern Territory","Other",0
"2773",14975,"Barkly","Northern Territory","Other",0
"2774",15065,"Barkly","Northern Territory","Other",0
"2775",15156,"Barkly","Northern Territory","Other",6.5838598
"2776",15248,"Barkly","Northern Territory","Other",2.2688613
"2777",15340,"Barkly","Northern Territory","Other",0
"2778",15431,"Barkly","Northern Territory","Other",1.1275548
"2779",15522,"Barkly","Northern Territory","Other",0
"2780",15614,"Barkly","Northern Territory","Other",0.5917966
"2781",15706,"Barkly","Northern Territory","Other",1.2050858
"2782",15796,"Barkly","Northern Territory","Other",0
"2783",15887,"Barkly","Northern Territory","Other",0
"2784",15979,"Barkly","Northern Territory","Other",0
"2785",16071,"Barkly","Northern Territory","Other",0
"2786",16161,"Barkly","Northern Territory","Other",0
"2787",16252,"Barkly","Northern Territory","Other",0
"2788",16344,"Barkly","Northern Territory","Other",3.3933273
"2789",16436,"Barkly","Northern Territory","Other",0.3916147
"2790",16526,"Barkly","Northern Territory","Other",0
"2791",16617,"Barkly","Northern Territory","Other",2.7818401
"2792",16709,"Barkly","Northern Territory","Other",0
"2793",16801,"Barkly","Northern Territory","Other",0.0890813
"2794",16892,"Barkly","Northern Territory","Other",0
"2795",16983,"Barkly","Northern Territory","Other",0
"2796",17075,"Barkly","Northern Territory","Other",0
"2797",17167,"Barkly","Northern Territory","Other",0.0848478
"2798",17257,"Barkly","Northern Territory","Other",0
"2799",17348,"Barkly","Northern Territory","Other",0.4051383
"2800",17440,"Barkly","Northern Territory","Other",0.1177193
"2801",10227,"Barkly","Northern Territory","Visiting",0
"2802",10317,"Barkly","Northern Territory","Visiting",0
"2803",10408,"Barkly","Northern Territory","Visiting",1.0280079
"2804",10500,"Barkly","Northern Territory","Visiting",10.0597982
"2805",10592,"Barkly","Northern Territory","Visiting",1.3326321
"2806",10682,"Barkly","Northern Territory","Visiting",0
"2807",10773,"Barkly","Northern Territory","Visiting",4.3548483
"2808",10865,"Barkly","Northern Territory","Visiting",3.3449028
"2809",10957,"Barkly","Northern Territory","Visiting",0
"2810",11048,"Barkly","Northern Territory","Visiting",0
"2811",11139,"Barkly","Northern Territory","Visiting",1.3362059
"2812",11231,"Barkly","Northern Territory","Visiting",0.808299
"2813",11323,"Barkly","Northern Territory","Visiting",1.7232457
"2814",11413,"Barkly","Northern Territory","Visiting",0.8721708
"2815",11504,"Barkly","Northern Territory","Visiting",2.2123801
"2816",11596,"Barkly","Northern Territory","Visiting",1.5862482
"2817",11688,"Barkly","Northern Territory","Visiting",5.690154
"2818",11778,"Barkly","Northern Territory","Visiting",0
"2819",11869,"Barkly","Northern Territory","Visiting",5.6492214
"2820",11961,"Barkly","Northern Territory","Visiting",0
"2821",12053,"Barkly","Northern Territory","Visiting",5.03374
"2822",12143,"Barkly","Northern Territory","Visiting",2.8771993
"2823",12234,"Barkly","Northern Territory","Visiting",6.9209199
"2824",12326,"Barkly","Northern Territory","Visiting",0
"2825",12418,"Barkly","Northern Territory","Visiting",5.7625285
"2826",12509,"Barkly","Northern Territory","Visiting",1.5374677
"2827",12600,"Barkly","Northern Territory","Visiting",0
"2828",12692,"Barkly","Northern Territory","Visiting",1.4852462
"2829",12784,"Barkly","Northern Territory","Visiting",1.5417238
"2830",12874,"Barkly","Northern Territory","Visiting",0.8611655
"2831",12965,"Barkly","Northern Territory","Visiting",0.5185104
"2832",13057,"Barkly","Northern Territory","Visiting",0.5155626
"2833",13149,"Barkly","Northern Territory","Visiting",1.574709
"2834",13239,"Barkly","Northern Territory","Visiting",0.76739
"2835",13330,"Barkly","Northern Territory","Visiting",5.265061
"2836",13422,"Barkly","Northern Territory","Visiting",1.466292
"2837",13514,"Barkly","Northern Territory","Visiting",0.3517874
"2838",13604,"Barkly","Northern Territory","Visiting",0.4224177
"2839",13695,"Barkly","Northern Territory","Visiting",0.7435114
"2840",13787,"Barkly","Northern Territory","Visiting",0.4426499
"2841",13879,"Barkly","Northern Territory","Visiting",1.0747906
"2842",13970,"Barkly","Northern Territory","Visiting",1.7274874
"2843",14061,"Barkly","Northern Territory","Visiting",1.8244502
"2844",14153,"Barkly","Northern Territory","Visiting",0.5731706
"2845",14245,"Barkly","Northern Territory","Visiting",2.7746671
"2846",14335,"Barkly","Northern Territory","Visiting",3.4557909
"2847",14426,"Barkly","Northern Territory","Visiting",0
"2848",14518,"Barkly","Northern Territory","Visiting",0.6504811
"2849",14610,"Barkly","Northern Territory","Visiting",0.8806938
"2850",14700,"Barkly","Northern Territory","Visiting",1.382964
"2851",14791,"Barkly","Northern Territory","Visiting",0
"2852",14883,"Barkly","Northern Territory","Visiting",0.5676182
"2853",14975,"Barkly","Northern Territory","Visiting",0
"2854",15065,"Barkly","Northern Territory","Visiting",1.1937099
"2855",15156,"Barkly","Northern Territory","Visiting",1.5490262
"2856",15248,"Barkly","Northern Territory","Visiting",1.1801565
"2857",15340,"Barkly","Northern Territory","Visiting",1.1392391
"2858",15431,"Barkly","Northern Territory","Visiting",1.652308
"2859",15522,"Barkly","Northern Territory","Visiting",0.9461527
"2860",15614,"Barkly","Northern Territory","Visiting",1.6766947
"2861",15706,"Barkly","Northern Territory","Visiting",0
"2862",15796,"Barkly","Northern Territory","Visiting",0
"2863",15887,"Barkly","Northern Territory","Visiting",1.3037437
"2864",15979,"Barkly","Northern Territory","Visiting",0.292431
"2865",16071,"Barkly","Northern Territory","Visiting",0
"2866",16161,"Barkly","Northern Territory","Visiting",0
"2867",16252,"Barkly","Northern Territory","Visiting",1.1761861
"2868",16344,"Barkly","Northern Territory","Visiting",0.6476049
"2869",16436,"Barkly","Northern Territory","Visiting",0.4473055
"2870",16526,"Barkly","Northern Territory","Visiting",1.09576
"2871",16617,"Barkly","Northern Territory","Visiting",6.8070242
"2872",16709,"Barkly","Northern Territory","Visiting",0.6901407
"2873",16801,"Barkly","Northern Territory","Visiting",7.2796444
"2874",16892,"Barkly","Northern Territory","Visiting",0.4968782
"2875",16983,"Barkly","Northern Territory","Visiting",0.8560464
